Unnamed: 0|en|[fi]|pt|ru|zh|ja|ko|de|fr
subDescButcherFuriousStrike05|Chance to slice monsters stunning and knocking them up dealing increased damage.||||||몬스터를 기절시키고 공중에 띄우며 추가 피해를 입힐 확률.||
subDescButcherFuriousStrike06|Increases the maximum amount of rabies stacks.||||||광견병 중첩 최대치를 증가시킵니다.||
subDescButcherFuriousStrike07|Increases attack speed when using furious strike.||||||격노의 일격을 사용할 때 공격 속도가 증가합니다.||
subDescButcherFuriousStrike08|Chance to spawn healing orbs from targets on hit when in holy form. Chance to unleash piercing enraged rats spreading rabies on hit when in unholy form.||||||신성한 형태일 때 적을 타격하면 치유 오브가 생성될 확률이 있습니다. 부정한 형태일 때 적을 타격하면 광란의 쥐가 광견병을 퍼뜨리며 관통 공격을 할 확률이 있습니다.||
subDescButcherFuriousStrike09|Increases damage dealt to stunned target.||||||기절한 대상에게 가하는 피해 증가.||
subDescButcherFuriousStrike10|Chance to summon enraged flies on hit orbiting you and inflicting rabies.||||||피격 시 격노한 파리를 소환하여 주위를 돌며 광견병을 감염시킬 확률이 있습니다.||
subDescButcherFuriousStrike11|Striking monsters with maximum stacks of rabies consumes them ripping and crushing the monster unleashing its bones in an arc behind it dealing damage according to the rabies stacks.||||||광견병 중첩 최대치로 몬스터를 타격하면 이를 소모하여 몬스터를 찢고 부수며 뼈를 뒤로 내뿜어 광견병 중첩에 따라 피해를 입힙니다.||
subDescButcherFuriousStrike12|Striking a monster inflicted with rabies causes flaming cinders to fly around the target lightning the ground on fire. Striking a monster with maximum stacks of rabies additionally consumes the stacks unleashing a scorching nova inflicting burning on hit.||||||광견병에 걸린 몬스터를 공격하면 불타는 잔해가 목표 주위로 날아다니며 땅을 불태웁니다. 광견병 최대 중첩 상태의 몬스터를 공격하면 중첩이 소모되며, 맞은 적에게 화상을 입히는 뜨거운 폭발이 발생합니다.||
subDescButcherFuriousStrike13|Increases the maximum stacks of rabies and damage dealt by furious strike.||||||광견병 최대 중첩 수와 분노의 일격으로 입히는 피해량이 증가합니다.||
subDescButcherFuriousStrike14|Striking a monster causes it to emmit fire damage based on your life replenish over time for a short duration on a radius around it when using holy form. Striking a monster unleashes impaling spikes dealing additional damage and a chance to replenish a portion of your maximum life on hit when using unholy form.||||||성스러운 형태를 사용할 때 몬스터를 공격하면, 일정 시간 동안 몬스터 주변 반경 내에 생명력 회복량에 따라 화염 피해를 입힙니다. 사악한 형태를 사용할 때 몬스터를 공격하면, 추가 피해를 입히는 찌르는 가시를 방출하고, 공격 시 최대 생명력의 일부를 회복할 수 있는 기회를 제공합니다.||
|||||||||
subButcherChainRip01|Ranged Suffering||||||원거리 고통||
subButcherChainRip02|Chains of Hatred||||||증오의 사슬||
subButcherChainRip03|Torture the Skin||||||피부를 고문하다||
subButcherChainRip04|Break the Flesh||||||살을 찢어라||
subButcherChainRip05|The Real Monster||||||진짜 괴물||
subButcherChainRip06|Shift of Power||||||권력 이동||
subButcherChainRip07|Rocket Propelled Chains||||||로켓 추진 체인||
subButcherChainRip08|Chains Unchained||||||사슬이 풀렸다||
subButcherChainRip09|Rage Trance||||||분노의 트랜스||
subButcherChainRip10|They Never Know What Hit Them||||||그들은 무엇에 맞았는지 모른다||
subButcherChainRip11|Chains Attached||||||사슬이 연결됨||
subButcherChainRip12|Chainfueled Hunting||||||연쇄 연료 사냥||
subButcherChainRip13|Prey on the Weak||||||약자를 사냥하라||
subButcherChainRip14|Carcass Rip||||||시체 찢기||
subDescButcherChainRip01|Increases the range of chain rip.||||||연쇄 공격 범위가 증가합니다.||
subDescButcherChainRip02|Increases the damage dealt by chain rip.||||||연쇄 공격의 피해량이 증가합니다.||
subDescButcherChainRip03|Chance to inflict bleeding on hit.||||||공격 시 출혈 효과 발생 확률.||
subDescButcherChainRip04|Inflicts armor break on hit.||||||적중 시 방어구 파괴를 입힙니다.||
subDescButcherChainRip05|Replenish a portion of your maximum life and maximum mana on hit.||||||적중 시 최대 생명력과 최대 마나의 일부를 회복합니다.||
subDescButcherChainRip06|Decreases monster attack rating inflicting slow on hit.||||||몬스터의 명중률을 감소시키고, 적중 시 느려지게 합니다.||
subDescButcherChainRip07|Increases the projectile speed of chain rip.||||||연쇄 공격의 발사체 속도를 증가시킵니다.||
subDescButcherChainRip08|Decreases the cooldown of chain rip.||||||연쇄 찢기의 재사용 대기시간을 감소시킵니다.||
subDescButcherChainRip09|Gain increased damage reduction for a short duration when using chain rip.||||||사슬 찢기를 사용할 때 잠시 동안 피해 감소가 증가합니다.||
subDescButcherChainRip10|Chance to stun targets on hit dealing increased damage to stunned targets.||||||적을 공격할 때 기절시킬 확률이 있으며, 기절한 적에게 추가 피해를 줍니다.||
subDescButcherChainRip11|Increases the range and damage of chain rip greatly. Cooldown is increased.||||||연쇄 찢기의 범위와 피해량이 크게 증가합니다. 재사용 대기시간이 증가합니다.||
subDescButcherChainRip12|Rapidly throw multiple piercing chains in a cone towards target location dealing increased damage. Chain rip no longer pulls enemies.||||||대상 위치를 향해 원뿔 모양으로 여러 개의 관통 사슬을 빠르게 던져 증가된 피해를 줍니다. 사슬 찢기는 더 이상 적을 끌어당기지 않습니다.||
subDescButcherChainRip13|Chain rip stuns targets on hit buffing your and nearby allies damage to stunned targets for a short duration.||||||사슬 찢기는 적을 타격 시 기절시키고, 짧은 시간 동안 자신과 근처 아군의 기절한 적에 대한 피해를 증가시킵니다.||
subDescButcherChainRip14|Chain rip chains into additional nearby monsters on hit pulling them towards the target.||||||공격 시 사슬이 추가로 인근 몬스터에게 연결되어 대상 쪽으로 끌어당깁니다.||
|||||||||
subButcherBrutalizingSlash01|Bucthering Skill||||||도축 기술||
subButcherBrutalizingSlash02|Bonebreaker||||||뼈파괴자||
subButcherBrutalizingSlash03|Unstoppable Rage||||||멈출 수 없는 분노||
subButcherBrutalizingSlash04|Descent to Madness||||||광기에의 하강||
subButcherBrutalizingSlash05|With 2 Hands||||||양손으로||
subButcherBrutalizingSlash06|Skullsplitter||||||해골분쇄기||
subButcherBrutalizingSlash07|Afterlife Burner||||||사후 소각기||
subButcherBrutalizingSlash08|Precision Equals Power||||||정밀함은 힘이다||
subButcherBrutalizingSlash09|For the Weak||||||약자를 위해||
subButcherBrutalizingSlash10|Bleeding the Prey||||||사냥감의 출혈||
subButcherBrutalizingSlash11|Pummeling Slashwave||||||강타 슬래쉬웨이브||
subButcherBrutalizingSlash12|Painmongering||||||고통 조장||
subButcherBrutalizingSlash13|Gutting Frenzy||||||내장 발광||
subButcherBrutalizingSlash14|Meet Daisy||||||데이지 만나기||
subDescButcherBrutalizingSlash01|Increases attack rating when using brutalizing slash.||||||잔혹한 베기를 사용할 때 공격력이 증가합니다.||
subDescButcherBrutalizingSlash02|Increases the damage dealt by brutalizing slash.||||||잔혹한 베기 공격의 피해량이 증가합니다.||
subDescButcherBrutalizingSlash03|Decreases movement diminish when using brutalizing slash.||||||야만적인 베기를 사용할 때 이동 감소가 줄어듭니다.||
subDescButcherBrutalizingSlash04|Increases attack speed when using brutalizing slash.||||||잔혹한 베기를 사용할 때 공격 속도가 증가합니다.||
subDescButcherBrutalizingSlash05|Chance on attack to unleash an additional brutalizing slash.||||||공격 시 추가로 강력한 베기를 발동할 확률이 있습니다.||
subDescButcherBrutalizingSlash06|Increases the critical strike damage dealt by brutalizing slash.||||||잔인한 베기로 입히는 치명타 피해가 증가합니다.||
subDescButcherBrutalizingSlash07|Chance on kill for the target to explode into a pile of corpses.||||||처치 시 대상이 시체 더미로 폭발할 확률.||
subDescButcherBrutalizingSlash08|Increases the damage dealt by brutalizing slash based on your dexterity.||||||민첩성에 따라 잔혹한 베기의 피해량이 증가합니다.||
subDescButcherBrutalizingSlash09|Increases the attack range of brutalizing slash based on your strength.||||||당신의 힘에 따라 잔혹한 베기의 공격 범위가 증가합니다.||
subDescButcherBrutalizingSlash10|Increases damage dealt to bleeding targets.||||||출혈 상태의 적에게 가하는 피해가 증가합니다.||
subDescButcherBrutalizingSlash11|Unleash a slash wave on attack inflicting increased bleeding on hit.||||||공격 시 슬래시 파동을 발사하여 적중 시 출혈을 증가시킵니다.||
subDescButcherBrutalizingSlash12|Gain a stack of painmongering on hit increasing the tick frequency of bleed.||||||적중 시 고통을 쌓아 출혈의 틱 빈도를 증가시킵니다.||
subDescButcherBrutalizingSlash13|Chance to unleashes a ripple of blood on hit dealing increased critical damage based on your strength.||||||공격 시 힘에 따라 치명타 피해가 증가하는 피의 파동을 방출할 확률이 있습니다.||
subDescButcherBrutalizingSlash14|Every third attack unleashes daisy with increased damage and critical strike damage. The size of daisy is increased based on your missing life. ||||||세 번째 공격마다 데이지를 발사하여 피해량과 치명타 피해량이 증가합니다. 데이지의 크기는 잃은 생명력에 비례하여 증가합니다.||
|||||||||
subButcherButchersHook01|Everlasting Anger||||||영원한 분노||
subButcherButchersHook02|Backed by Rage||||||분노에 의해 지지된||
subButcherButchersHook03|Hook Discharge||||||갈고리 방출||
subButcherButchersHook04|Carcass Carrier||||||시체 운반자||
subButcherButchersHook05|Fresh Meat||||||신선한 고기||
subButcherButchersHook06|Pierce the Torso||||||몸통을 꿰뚫다||
subButcherButchersHook07|Spin of Death||||||죽음의 회전||
subButcherButchersHook08|Hellsent||||||||
subButcherButchersHook09|Immaculate Butcher||||||결백한 도축자||
subButcherButchersHook10|Bring the Carnage||||||대학살을 가져와라||
subButcherButchersHook11|Concussive Blow||||||충격 타격||
subButcherButchersHook12|Critical Velocity||||||임계 속도||
subButcherButchersHook13|Master of Meat Hooks||||||고기 갈고리의 대가||
subButcherButchersHook14|Welcome to Hell||||||지옥에 오신 것을 환영합니다||
subDescButcherButchersHook01|Increases the duration of butchers hook.||||||도살자의 갈고리 지속 시간이 증가합니다.||
subDescButcherButchersHook02|Increases the projectile speed of butchers hook.||||||도살자의 갈고리 투사체 속도가 증가합니다.||
subDescButcherButchersHook03|Chance on cast to unleash an additional butchers hook.||||||시전 시 추가 도살자의 갈고리를 발동할 확률이 있습니다.||
subDescButcherButchersHook04|Increases the size of butchers hook.||||||도살자의 갈고리 크기를 증가시킵니다.||
subDescButcherButchersHook05|Chance to inflict bleeding on hit.||||||적중 시 출혈을 일으킬 확률.||
subDescButcherButchersHook06|Chance to inflict armor break on hit.||||||타격 시 방어구 파괴 확률.||
subDescButcherButchersHook07|Increases the damage dealt by butchers hook.||||||도살자의 갈고리에 의한 피해량 증가.||
subDescButcherButchersHook08|Gain increased movement speed and phasing when using butchers hook.||||||도살자의 갈고리를 사용하면 이동 속도가 증가하고 관통할 수 있습니다.||
subDescButcherButchersHook09|Increases the critical strike damage dealt by butchers hook.||||||도살자의 갈고리가 치명타 피해량을 증가시킵니다.||
subDescButcherButchersHook10|Decreases the cooldown of butchers hook.||||||도살자의 갈고리 재사용 대기시간 감소.||
subDescButcherButchersHook11|Butchers hook circles onces and slams into target location unleashing a corpse explosion with increased size and damage based on the amount of enemies captured in the hook.||||||도살자의 갈고리가 한 바퀴 돌고 목표 지점에 박히며 갈고리에 잡힌 적의 수에 따라 크기와 피해가 증가하는 시체 폭발을 일으킵니다.||
subDescButcherButchersHook12|Increases the velocity of butchers hook over time causing it to deal damage more frequently.||||||도살자의 갈고리 속도가 시간이 지남에 따라 증가하여 더 자주 피해를 입힙니다.||
subDescButcherButchersHook13|Unleash multiple smaller hooks.||||||여러 개의 작은 갈고리를 발사하십시오.||
subDescButcherButchersHook14|Unleash butchers hook towards target location with increased range and damage returning back after a short duration. Butchers hook no longer has a cooldown.||||||도살자의 갈고리를 목표 위치로 던져서 범위와 피해를 증가시키고 짧은 시간 후에 돌아옵니다. 도살자의 갈고리는 더 이상 재사용 대기시간이 없습니다.||
|||||||||
subButcherChainSwing01|The Huntsman||||||사냥꾼||
subButcherChainSwing02|Immobilizing Hit||||||속박 타격||
subButcherChainSwing03|No Quarter||||||자비 없음||
subButcherChainSwing04|Demonic Chains||||||악마의 사슬||
subButcherChainSwing05|Introduce Fear||||||공포 도입||
subButcherChainSwing06|Physical Torture||||||||
subButcherChainSwing07|Killing Spree||||||킬링 스프리||
subButcherChainSwing08|Scent of Prey||||||먹이의 향기||
subButcherChainSwing09|Entry Frenzy||||||진입 광란||
subButcherChainSwing10|Unblessed Path||||||저주받지 않은 길||
subButcherChainSwing11|Warm Welcome||||||따뜻한 환영||
subButcherChainSwing12|Hookstorm||||||훅스톰||
subButcherChainSwing13|Prey of the Day||||||오늘의 사냥감||
subButcherChainSwing14|Centrifugal Force||||||원심력||
subDescButcherChainSwing01|Increases the projectile speed of chain swing.||||||체인 스윙의 투사체 속도가 증가합니다.||
subDescButcherChainSwing02|Chance to stun targets on hit.||||||타격 시 대상 기절 확률||
subDescButcherChainSwing03|Reduces the mana cost of chain swing.||||||연쇄 휘두르기의 마나 소모를 줄입니다.||
subDescButcherChainSwing04|Increases the damage dealt by chain swing.||||||연속 휘두르기의 피해량이 증가합니다.||
subDescButcherChainSwing05|Pull monsters towards you from an increased radius after landing.||||||착지 후 넓어진 반경에서 몬스터를 끌어당깁니다.||
subDescButcherChainSwing06|Chance to inflict armor break on hit.||||||타격 시 방어구 파괴 확률.||
subDescButcherChainSwing07|Grants you a burst of attack speed after landing for a short duration.||||||착지 후 짧은 시간 동안 공격 속도가 급증합니다.||
subDescButcherChainSwing08|Increases damage dealt to bleeding targets.||||||출혈 상태의 적에게 가하는 피해가 증가합니다.||
subDescButcherChainSwing09|Increases the critical strike damage dealt by chain swing.||||||연쇄 공격의 치명타 피해를 증가시킵니다.||
subDescButcherChainSwing10|Increases the maximum cast range. Chain swing now ignores terrain.||||||최대 시전 범위가 증가합니다. 사슬 휘두르기가 이제 지형을 무시합니다.||
subDescButcherChainSwing11|Unleash burning fissures at nearby monsters when landing inflicting burning.||||||착지 시 주변 몬스터에게 불타는 균열을 일으켜 화상을 입힙니다.||
subDescButcherChainSwing12|Swing hooks around while travelling grabbing monsters on your path dealing increased damage.||||||이동 중에 갈고리를 휘둘러 경로에 있는 몬스터를 잡아 더 많은 피해를 입히세요.||
subDescButcherChainSwing13|Connecting with a monster causes chain swing to pull all monsters nearby the target towards you.||||||몬스터와 연결되면 체인 스윙이 목표 근처의 모든 몬스터를 당신 쪽으로 끌어당깁니다.||
subDescButcherChainSwing14|Chain swing maximum length is significantly shorter but can be targeted. Spin around the target ignoring collision. Monsters hit by the chain take increased damage on hit.||||||사슬 휘두르기의 최대 길이가 크게 짧아졌지만 조준할 수 있습니다. 충돌을 무시하고 목표 주위를 회전합니다. 사슬에 맞은 몬스터는 더 큰 피해를 입습니다.||
|||||||||
subButcherSubmergedKnives01|Impaling Horde||||||관통하는 군단||
subButcherSubmergedKnives02|Agravating Wounds||||||상처 악화||
subButcherSubmergedKnives03|Sharp Edges||||||날카로운 가장자리||
subButcherSubmergedKnives04|Encased Cutters||||||인케이스드 커터||
subButcherSubmergedKnives05|Jugular Cut||||||경동맥 절단||
subButcherSubmergedKnives06|The Bigger They Are||||||거대할수록||
subButcherSubmergedKnives07|Blunt Cleaver||||||무딘 식칼||
subButcherSubmergedKnives08|Extended Gutting||||||내장 제거 연장||
subButcherSubmergedKnives09|Nimble Handcraft||||||||
subButcherSubmergedKnives10|Meat Skewer||||||고기 꼬치||
subButcherSubmergedKnives11|Tidal Knives||||||조수 나이프||
subButcherSubmergedKnives12|Sudden Chaining||||||갑작스러운 연쇄||
subButcherSubmergedKnives13|Knifehoarder||||||나이프호더||
subButcherSubmergedKnives14|Bone Daggers||||||뼈 단검||
subDescButcherSubmergedKnives01|Increases the amount of waves of submerged knives.||||||잠수한 칼의 파도 수를 증가시킵니다.||
subDescButcherSubmergedKnives02|Increases the damage dealt by submerged knives.||||||잠수 중인 칼이 입히는 피해가 증가합니다.||
subDescButcherSubmergedKnives03|Increases attack rating when using submerged knives.||||||잠수 중 칼을 사용할 때 공격력이 증가합니다.||
subDescButcherSubmergedKnives04|Increases the area of effect radius of submerged knives.||||||잠수한 칼의 효과 범위 반경을 증가시킵니다.||
subDescButcherSubmergedKnives05|Increases damage dealt to stunned targets.||||||기절한 대상에게 가하는 피해량 증가||
subDescButcherSubmergedKnives06|Increases damage dealt to bosses when using submerged knives.||||||잠수 칼을 사용할 때 보스에게 주는 피해가 증가합니다.||
subDescButcherSubmergedKnives07|Chance to stun targets hit.||||||명중 시 기절 확률.||
subDescButcherSubmergedKnives08|Increases the maximum cast range of submerged knives.||||||잠수된 칼의 최대 시전 범위를 증가시킵니다.||
subDescButcherSubmergedKnives09|Reduces the cooldown of submerged knives.||||||잠수 중인 칼의 재사용 대기시간을 줄입니다.||
subDescButcherSubmergedKnives10|Chance to impale targets on hit dealing damage over time.||||||공격 시 대상에게 지속 피해를 입히는 관통 기회.||
subDescButcherSubmergedKnives11|Unleash a shockwave of submerged knives towards target location.||||||목표 지점으로 잠수된 칼의 충격파를 발사하세요.||
subDescButcherSubmergedKnives12|Chance to unleash chains towards target on hit dealing additional damage.||||||공격 시 대상에게 사슬을 발사하여 추가 피해를 줄 확률.||
subDescButcherSubmergedKnives13|Submerged knives can be activated/deactivated. While active periodically unleash submerged knives at nearby monsters inflicting bleeding. Drains a portion of your maximum mana while active.||||||잠수된 칼날을 활성화/비활성화할 수 있습니다. 활성화된 동안 주기적으로 근처 몬스터에게 잠수된 칼날을 발사하여 출혈을 일으킵니다. 활성화된 동안 최대 마나의 일부가 소모됩니다.||
subDescButcherSubmergedKnives14|Consume corpses hit by submerged knives unleashing chaining gutting knives towards nearby monsters.||||||잠수한 칼에 맞은 시체를 소비하여 근처 몬스터에게 연쇄적인 칼날을 발사합니다.||
|||||||||
subButcherBlender01|Sharpened Cleavers||||||날카로운 식칼||
subButcherBlender02|Industrial Sized||||||산업용 크기||
subButcherBlender03|No Bits Nor Pieces||||||조각도 없음||
subButcherBlender04|Ragefueled Energy||||||||
subButcherBlender05|Extra Cleaver Addon||||||추가 도끼 애드온||
subButcherBlender06|Obsidian Blades||||||흑요석 검||
subButcherBlender07|Attachment Malfunction||||||부착물 오작동||
subButcherBlender08|It Will Blend||||||섞일 것이다||
subButcherBlender09|Blood Thirsting Killing Machine||||||피에 굶주린 살인 기계||
subButcherBlender10|Will it Blend?||||||블렌드할까요?||
subButcherBlender11|A.I. Empowered Nanoblenders||||||A.I. 강화 나노블렌더||
subButcherBlender12|Blenderang||||||블렌더랭||
subButcherBlender13|Attachable Microblades||||||부착 가능한 마이크로 블레이드||
subButcherBlender14|Blending Blood Pact||||||피의 계약 혼합||
subDescButcherBlender01|Increases the damage dealt by blender.||||||블렌더로 가하는 피해량이 증가합니다.||
subDescButcherBlender02|Increases the area of effect radius of blender.||||||블렌더의 효과 범위 반경을 증가시킵니다.||
subDescButcherBlender03|Increases attack rating when using blender.||||||블렌더를 사용할 때 공격력이 증가합니다.||
subDescButcherBlender04|Increases the duration of blender.||||||블렌더의 지속 시간을 증가시킵니다.||
subDescButcherBlender05|Increases the amount of blades on blender.||||||블렌더의 칼날 수를 증가시킵니다.||
subDescButcherBlender06|Increases the critical strike damage dealt by blender.||||||블렌더의 치명타 피해를 증가시킵니다.||
subDescButcherBlender07|Chance to send blades towards target on hit briefly returning back to you.||||||타격 시 목표를 향해 칼날을 보내고 잠시 후 다시 돌아오는 확률.||
subDescButcherBlender08|Increases damage dealt to bleeding targets.||||||출혈 상태의 적에게 가하는 피해 증가.||
subDescButcherBlender09|Chance to gain a stack of blood thirst on hit increasing your movement speed for a short duration.||||||적중 시 일정 시간 동안 이동 속도가 증가하는 피의 갈증 스택을 얻을 확률이 있습니다.||
subDescButcherBlender10|Knock monsters back dealing increased damage and slowing them.||||||몬스터를 밀쳐내며 피해를 증가시키고 속도를 늦춥니다.||
subDescButcherBlender11|Summon multiple small blenders orbiting around you.||||||여러 개의 작은 블렌더를 소환하여 당신 주위를 돌게 합니다.||
subDescButcherBlender12|Throw a traveling blender towards target location returning back to you shortly. Blender cooldown is reduced.||||||목표 지점으로 여행용 블렌더를 던져 곧 돌아오게 하세요. 블렌더의 재사용 대기시간이 감소합니다.||
subDescButcherBlender13|Chance to conjure a small blender at target location on hit dealing additional damage for a short duration.||||||타격 시 일정 시간 동안 추가 피해를 주는 작은 블렌더를 대상 위치에 소환할 확률이 있습니다.||
subDescButcherBlender14|Blender gains increased damage but killing monsters drains a portion of your maximum life. This effect is non-lethal and will de-activate blender if you cannot sacrifice your life anymore.||||||블렌더는 피해량이 증가하지만, 몬스터를 처치할 때 최대 생명력의 일부가 소모됩니다. 이 효과는 치명적이지 않으며, 더 이상 생명력을 희생할 수 없을 경우 블렌더가 비활성화됩니다.||
|||||||||
subStormweaverChargedBolts01|Bigger Outlet ||||||||
subStormweaverChargedBolts02|Electric Vains ||||||전기 정맥||
subStormweaverChargedBolts03|Flash Bolt ||||||섬광 볼트||
subStormweaverChargedBolts04|Halting Storm ||||||폭풍 중지||
subStormweaverChargedBolts05|Weakening Charge ||||||약화 충전||
subStormweaverChargedBolts06|Efficient Wiring ||||||효율적인 배선||
subStormweaverChargedBolts07|Non-conductive Boots ||||||비전도성 부츠||
subStormweaverChargedBolts08|Static Buildup ||||||정전기 축적||
subStormweaverChargedBolts09|Additive Voltage ||||||가산 전압||
subStormweaverChargedBolts10|Electrocharged Therapy ||||||전기 충격 치료||
subStormweaverChargedBolts11|Electric Field ||||||전기장||
subStormweaverChargedBolts12|World Ender ||||||세계 종결자||
subStormweaverChargedBolts13|Loaded Thunder ||||||로드된 천둥||
subStormweaverChargedBolts14|Railgun ||||||레일건||
subDescStormweaverChargedBolts01|Increases the amount of charged bolts.||||||충전된 볼트의 양을 증가시킵니다.||
subDescStormweaverChargedBolts02|Increases the damage dealt by charged bolts.||||||충전된 볼트의 피해량이 증가합니다.||
subDescStormweaverChargedBolts03|Increases the projectile speed of charged bolts.||||||충전된 볼트의 발사체 속도가 증가합니다.||
subDescStormweaverChargedBolts04|Chance to deal increased damage slowing targets on hit.||||||적중 시 대상의 속도를 늦추며 추가 피해를 입힐 확률이 있습니다.||
subDescStormweaverChargedBolts05|Chance to inflict lightning break on hit.||||||공격 시 번개 브레이크를 입힐 확률||
subDescStormweaverChargedBolts06|Decreases the mana cost of charged bolts.||||||충전된 볼트의 마나 소모를 감소시킵니다.||
subDescStormweaverChargedBolts07|Decreases movement diminish when using charged bolts.||||||충전된 볼트를 사용할 때 이동 감소가 줄어듭니다.||
subDescStormweaverChargedBolts08|Increases the size of charged bolts.||||||충전된 볼트의 크기를 증가시킵니다.||
subDescStormweaverChargedBolts09|Chance on cast to increase the amount of charged bolts.||||||시전 시 일정 확률로 충전된 볼트의 수를 증가시킵니다.||
subDescStormweaverChargedBolts10|Chance to inflict stasis on hit.||||||적중 시 정지 상태를 부여할 확률.||
subDescStormweaverChargedBolts11|Unleash charged bolts in a circle around you causing them to return after a short duration.||||||주변에 충전된 볼트를 발사하여 짧은 시간 후에 다시 돌아오게 합니다.||
subDescStormweaverChargedBolts12|Conjure a single large charged bolt scaling from projectile amount and unleashing charged bolts into all directions after exploding.||||||폭발 후 모든 방향으로 충전된 볼트를 방출하는 단일 대형 충전 볼트를 소환합니다.||
subDescStormweaverChargedBolts13|Chance to unleash a large pulsating thunder bolt on hit dealing increased damage.||||||공격 시 큰 맥동하는 번개를 발사하여 추가 피해를 입힐 확률이 있습니다.||
subDescStormweaverChargedBolts14|Unleash charged bolts as a barrage dealing increased damage. Charged bolts now has a cooldown.||||||충전된 볼트를 연속으로 발사하여 더 큰 피해를 줍니다. 충전된 볼트는 이제 쿨다운이 있습니다.||
|||||||||
subStormweaverLightningSurge01|Amplified Storm||||||증폭된 폭풍||
subStormweaverLightningSurge02|Storm´s Prophet||||||폭풍의 예언자||
subStormweaverLightningSurge03|Shocked to the Core||||||핵심까지 충격||
subStormweaverLightningSurge04|Heated Lightning||||||격렬한 번개||
subStormweaverLightningSurge05|Piercing Bolt||||||관통 화살||
subStormweaverLightningSurge06|Restoring Surge||||||회복의 급증||
subStormweaverLightningSurge07|Voltaic Pressure||||||전압 압력||
subStormweaverLightningSurge08|Storm Summoner||||||폭풍 소환사||
subStormweaverLightningSurge09|Lightning Strikes Twice!||||||번개가 두 번 내리친다!||
subStormweaverLightningSurge10|Grounding Surge||||||접지 서지||
subStormweaverLightningSurge11|Surging Comeback||||||급상승 반격||
subStormweaverLightningSurge12|Supercharged||||||슈퍼차지||
subStormweaverLightningSurge13|Concurrent Current||||||동시 전류||
subStormweaverLightningSurge14|Surging Tornado||||||급류 토네이도||
subDescStormweaverLightningSurge01|Increases the damage dealt by lightning surge.||||||번개 돌진의 피해량이 증가합니다.||
subDescStormweaverLightningSurge02|Decreases the mana cost of lightning surge.||||||번개 쇄도의 마나 소모량 감소||
subDescStormweaverLightningSurge03|Chance to lower target attack rating on hit.||||||공격 시 대상의 명중률을 낮출 확률.||
subDescStormweaverLightningSurge04|Chance to inflict burning on hit.||||||명중 시 화상을 입힐 확률.||
subDescStormweaverLightningSurge05|Chance to inflict lightning break on hit.||||||타격 시 번개 파괴를 가할 확률.||
subDescStormweaverLightningSurge06|Chance to restore portion of your maximum mana on hit.||||||공격 시 최대 마나의 일부를 회복할 확률.||
subDescStormweaverLightningSurge07|Increases cast rate when using lightning surge.||||||번개 폭발을 사용할 때 시전 속도가 증가합니다.||
subDescStormweaverLightningSurge08|Chance to summon a small storm cloud on hit.||||||공격 시 작은 폭풍 구름을 소환할 확률.||
subDescStormweaverLightningSurge09|Chance on cast to unleash an additional lightning surge.||||||시전 시 추가 번개 폭발을 일으킬 확률이 있습니다.||
subDescStormweaverLightningSurge10|Chance for lightning surge to explode into multiple smaller surges on hit.||||||번개 폭발이 적중 시 여러 작은 폭발로 분산될 확률.||
subDescStormweaverLightningSurge11|Lightning surge returns after a short duration dealing increased damage.||||||번개 폭발이 짧은 시간 후에 돌아와서 더 큰 피해를 입힙니다.||
subDescStormweaverLightningSurge12|Unleash multiple narrower surges in an arc dealing a portion of the damage.||||||아크 형태로 여러 좁은 전류를 방출하여 일부 피해를 입힙니다.||
subDescStormweaverLightningSurge13|Lightning surge attaches a tether to multiple targets dealing damage over time.||||||번개 폭발은 여러 대상에 연결되어 시간이 지남에 따라 피해를 입힙니다.||
subDescStormweaverLightningSurge14|Unleash a tornado of surging lightning dealing increased damage.||||||강력한 번개 토네이도를 발동하여 피해를 증가시킵니다.||
|||||||||
subStormweaverStaticShock01|High Voltage Shock||||||고전압 충격||
subStormweaverStaticShock02|Uprising Charge||||||봉기 충전||
subStormweaverStaticShock03|Field of Shock||||||충격의 장||
subStormweaverStaticShock04|Initial Zap||||||초기 전격||
subStormweaverStaticShock05|Multishock||||||멀티쇼크||
subStormweaverStaticShock06|Storms Reach||||||폭풍의 도달||
subStormweaverStaticShock07|Storm Infused Vains||||||폭풍 주입 정맥||
subStormweaverStaticShock08|Lingering Electricity||||||잔류 전기||
subStormweaverStaticShock09|Charged Shock||||||충전된 충격||
subStormweaverStaticShock10|Weakening Strike||||||약화 타격||
subStormweaverStaticShock11|Self Ionization||||||자체 이온화||
subStormweaverStaticShock12|Leeching Shock||||||흡혈 충격||
subStormweaverStaticShock13|Thunders Embrace||||||천둥의 포옹||
subStormweaverStaticShock14|Ultimate Static Current||||||궁극의 정전류||
subDescStormweaverStaticShock01|Increases the damage dealt by static shock.||||||정전기 충격으로 인한 피해가 증가합니다.||
subDescStormweaverStaticShock02|Decreases the cooldown of static shock.||||||정전기 충격의 재사용 대기 시간을 줄입니다.||
subDescStormweaverStaticShock03|Increases the area of effect radius of static shock.||||||정전기의 효과 반경을 증가시킵니다.||
subDescStormweaverStaticShock04|Static shock shocks monsters with an initial hit dealing increased damage.||||||정전기 충격은 첫 타격으로 몬스터에게 추가 피해를 입힙니다.||
