[npc]|en|fi|pt|ru|zh|ja|ko|de|fr
grind_craft_new|Please, Örre. Make me another!||Por favor, Örre. Faça outro para mim!||||제발, Örre. 하나 더 만들어줘!||
grind_nocraft|Not now. Have a good day.||Agora não. Tenha um bom dia.||||지금은 안 돼요. 좋은 하루 되세요.||
grind_craft_1|Here goes nothing, [heroname]!||Aqui vai, [heroname]!||||한번 해보자, [heroname]!||
grind_craft_2|Dididii... La lal laaaa||Dididii... La lal laaaa||||디디디... 라 랄 라아아||
grind_craft_3|Witness my skills in BS!||Testemunhe minhas habilidades em Ferraria!||||내 BS 기술을 목격하라!||
|||||||||
hurnir_grind_dialog|Örre sent you to look for me? How sweet. I just need a short rest and I'll be good to go. I found the page, but I was overwhelmed by these damn monsters. I barely escaped, but they took the page and I am sure it's now in the posession of [c_red]Anubis[c_reset] himself. Go get your page, [heroname]. I'll be fine.||Örre o enviou para me procurar? Que fofo. Só preciso descansar um pouco e estarei pronto para ir. Encontrei a página, mas fui dominado por esses malditos monstros. Escapei por pouco, mas eles levaram a página e tenho certeza de que agora ela está em poder do próprio Deus do Sol [c_red]Anubis[c_reset]. Vá buscar sua página, [heroname]. Eu ficarei bem.||||Örre가 나를 찾으러 보냈다고? 참 친절하네. 잠깐만 쉬면 괜찮아질 거야. 페이지를 찾았지만, 이 빌어먹을 괴물들에게 압도당했어. 겨우 도망쳤지만, 그들이 페이지를 가져갔고 지금은 [c_red]아누비스[c_reset] 자신이 소유하고 있을 거야. 네 페이지를 찾아가, [heroname]. 나는 괜찮을 거야.||
hurnir_grind_dialog_2|Go on to defeat [c_red]Anubis[c_reset] and find the page, I'll be fine.||Vá em frente para derrotar [c_red]Anubis[c_reset] e encontre a página, eu ficarei bem.||||가서 [c_red]아누비스[c_reset]를 물리치고 페이지를 찾아, 나는 괜찮을 거야.||
|||||||||
[valhalla raven statues]|||||||||
valhalla_lore_valkyrie|[c_yellow]Valkyries[c_reset] are the ones who guide the souls of fallen Heroes into one of two realms. Half of those who die in battle are taken to Freyas afterlife, [c_lime]Fólkvangr[c_reset]. The other half go to Gods hall called [c_lime]Valhalla[c_reset]. ||As [c_yellow]Valquírias[c_reset] são aquelas que guiam as almas dos heróis caídos para um de dois reinos. Metade dos que morrem em batalha são levados para a vida após a morte de Freyas, [c_lime]Fólkvangr[c_reset]. A outra metade vai para o salão dos deuses chamado [c_lime]Valhalla[c_reset].|[c_yellow] Валькирии[c_reset] - это те, кто направляет души павших Героев в одно из двух царств. Половина тех, кто погибает в битве, попадает в загробную жизнь Фрейи, [c_lime]Фолквангр[c_reset]. Другая половина отправляется в зал Богов под названием [c_lime] Валгалла[c_reset]. |||[c_yellow]발키리[c_reset]는 전투에서 쓰러진 영웅들의 영혼을 두 개의 영역 중 하나로 인도하는 존재입니다. 전투에서 죽은 이들 중 절반은 프레이야의 사후 세계인 [c_lime]폴크방그르[c_reset]로 가고, 나머지 절반은 신들의 전당인 [c_lime]발할라[c_reset]로 갑니다.||Les [c_red]Valkyries[c_reset] sont celles qui guident les âmes des héros tombés au combat vers l'un des deux royaumes. La moitié de ceux qui meurent au combat sont emmenés dans l'au-delà de Freyas, [c_aqua]Fólkvangr[c_reset]. L'autre moitié va dans la salle des Dieux appelée [c_aqua]Valhalla[c_reset]. 
valhalla_lore_huginn|[c_aqua]Huginn[c_reset], ''Thought'', is the brother of [c_red]Muninn[c_reset]. As one of the Odin's ravens he travels around the world, reporting back to Odin.||[c_aqua]Huginn[c_reset], ''Pensamento'', é o irmão de [c_red]Muninn[c_reset]. Como um dos corvos de Odin, ele viaja pelo mundo, reportando-se a ele.|"[c_aqua]Хьюгинн[c_reset], ""Мысль"", является братом [c_red]Мунинна[c_reset]. Как один из воронов Одина, он путешествует по всему миру, отчитываясь перед Одином."|||[c_aqua]후긴[c_reset], ''생각'', 은 [c_red]무닌[c_reset]의 형제입니다. 오딘의 까마귀 중 하나로서 그는 세상을 여행하며 오딘에게 보고합니다.||[c_red]Hugin[c_reset], ''Pensée'', est le frère de [c_red]Munin[c_reset]. Il est l'un des corbeaux d'[c_red]Odin[c_reset] et voyage à travers le monde pour lui rapporter ses observations.
valhalla_lore_muninn|[c_aqua]Muninn[c_reset], ''Memory'', is the brother of [c_red]Huginn[c_reset]. As one of the Odin's ravens he travels around the world, reporting back to Odin.||[c_aqua]Muninn[c_reset], ''Memória'', é o irmão de [c_red]Huginn[c_reset]. Como um dos corvos de Odin, ele viaja pelo mundo, reportando-se a ele.|"[c_aqua]Мунинн[c_reset], ""Память"", является братом [c_red]Хьюгинна[c_reset]. Как один из воронов Одина, он путешествует по всему миру, отчитываясь перед Одином."|||[c_aqua]무닌[c_reset], ''기억'', 은 [c_red]후긴[c_reset]의 형제입니다. 오딘의 까마귀 중 하나로서 그는 세상을 돌아다니며 오딘에게 보고합니다.||"[c_red]Munin[c_reset], ""Mémoire"", est le frère de [c_red]Hugin[c_reset]. Il est l'un des corbeaux d'[c_red]Odin[c_reset] et voyage à travers le monde pour lui faire part de ce qu'il a entendu."
valhalla_lore_trolls|[c_aqua]Trolls[c_reset] are creatures of the forest, who live under the rocks and caves. They are known for being quite dumb and very hostile against humans.||Os [c_aqua]Trolls[c_reset] são criaturas da floresta que vivem sob as rochas e cavernas. Eles são conhecidos por serem bastante burros e muito hostis contra os humanos.|[c_aqua] Тролли[c_reset] - это лесные существа, которые живут под камнями и пещерами. Они известны тем, что довольно тупы и очень враждебны по отношению к людям.|||[c_aqua]트롤[c_reset]은 숲의 생명체로, 바위와 동굴 아래에 살고 있습니다. 그들은 매우 어리석고 인간에게 매우 적대적인 것으로 알려져 있습니다.||[c_red]Les trolls[c_reset] sont des créatures de la forêt, qui vivent sous les rochers et les grottes. Ils sont connus pour être assez stupides et très hostiles aux humains.
valhalla_lore_naga|[c_aqua]Naga[c_reset] are human-snake hybrids which prefer to live near or in water. They usually live in hiding at the eastern kingdoms and it is not yet known how they traveled to and infested [c_lime]Valhalla[c_reset]. All the heroes are adviced to kill them on sight.||Os [c_aqua]Naga[c_reset] são híbridos humano-cobra que preferem viver perto ou na água. Eles geralmente vivem escondidos nos reinos do leste e ainda não se sabe como viajaram e infestaram [c_lime]Valhalla[c_reset]. Todos os heróis são aconselhados a matá-los logo de cara.|[c_aqua] Наги [c_reset] - гибриды человека и змеи, которые предпочитают жить вблизи воды или в ней. Обычно они скрываются в восточных королевствах, и пока неизвестно, как они добрались до [c_lime] Валгаллы и заразились ею [c_reset]. Всем героям рекомендуется убивать их на месте.|||[c_aqua]나가[c_reset]는 물 근처나 물속에서 사는 것을 선호하는 인간-뱀 혼종입니다. 그들은 보통 동부 왕국에 숨어 살며, 어떻게 [c_lime]발할라[c_reset]까지 이동하여 감염시켰는지는 아직 알려지지 않았습니다. 모든 영웅들은 그들을 발견 즉시 처치하라는 조언을 받습니다.||[c_red]Les nagas[c_reset] sont des hybrides humains-serpents qui préfèrent vivre près de l'eau ou dans l'eau. Ils se cachent généralement dans les royaumes de l'est et on ne sait pas encore comment ils ont voyagé jusqu'au [c_aqua]Valhalla[c_reset] et l'ont infesté. Il est conseillé à tous les héros de les tuer à vue.
valhalla_lore_surtur|Warning: [c_red]Surtur[c_reset] has been imprisoned in this here cave. DO NOT APPROACH!||Aviso: [c_red]Surtur[c_reset] foi aprisionado nesta caverna. NÃO SE APROXIME!|Предупреждение: [c_red] Суртур [c_reset] заключен в тюрьму в этой пещере. НЕ ПРИБЛИЖАЙТЕСЬ!|||경고: [c_red]수르투르[c_reset]가 이 동굴에 갇혀 있습니다. 접근하지 마세요!||Avertissement : [c_red]Surt[c_reset] a été emprisonné dans cette grotte. N'APPROCHEZ PAS !
valhalla_lore_jormungandr|[c_aqua]Jormungandr, the World Serpent[c_reset], born of [c_red]Loki's[c_reset] mischief, stretches his massive coils around the realms, filling oceans and swallowing storms. Bound to the prophecy of Ragnarok, his hunger for destruction lies coiled in the depths. When he rises, gods will tremble, the skies will split, and his venom will seep into the world.||||||[c_aqua]요르문간드, 세계 뱀[c_reset], [c_red]로키의[c_reset] 장난에서 태어나, 거대한 몸을 영역 주위로 뻗치며 바다를 채우고 폭풍을 삼킵니다. 라그나로크의 예언에 묶여, 그의 파괴에 대한 갈망은 깊은 곳에 감겨 있습니다. 그가 일어설 때, 신들은 떨고 하늘은 갈라지며 그의 독이 세상에 스며들 것입니다.||
|||||||||
ahriman_npc_name|Ahriman||Ahriman|Ариман|||||Ahriman
ahriman_npc_title|Crow Keeper||Guardião dos Corvos|Хранитель Ворон|||까마귀 수호자||Gardien des corbeaux
ahriman_chain_1|You there! You look like a tough adventurer ready to slay some monsters! I am Ahriman, the keeper of Crows. I have a problem, there is a large rat bastard I've named [c_red]Fragrat[c_reset] who murdered and ate one of my belowed crows. I want you to find and kill Fragrat! I'll pay you handsomely. Last time I saw the bastard he took shelter in a Rat Den. Help me out, will you?||Você aí! Você parece um aventureiro durão pronto para matar alguns monstros! Eu sou Ahriman, o guardião dos Corvos. Estou com um problema: há um grande rato bastardo que chamei de [c_red]Fragrat[c_reset] que assassinou e comeu um dos meus corvos. Quero que você encontre e mate Fragrat! Eu lhe pagarei muito bem. Da última vez que vi o bastardo, ele se abrigou em uma Toca de Ratos. Poderia me ajudar?|Ты там! Ты выглядишь как крутой искатель приключений, готовый убить нескольких монстров! Я Ариман, хранитель Ворон. У меня проблема, есть большой крысиный ублюдок, которого я назвал [c_red] Fragrat [c_reset], который убил и съел одну из моих нижележащих ворон. Я хочу, чтобы ты нашел и убил Аромата! Я щедро заплачу тебе. В последний раз, когда я видел этого ублюдка, он прятался в Крысином логове. Помоги мне, ладно?|||거기 당신! 당신은 몬스터를 처치할 준비가 된 강인한 모험가처럼 보이네요! 나는 까마귀의 수호자 아리만입니다. 문제가 생겼어요. 내가 [c_red]프래그랫[c_reset]이라고 부르는 큰 쥐가 내 사랑하는 까마귀 중 하나를 살해하고 먹어치웠어요. 당신이 프래그랫을 찾아서 처치해주길 원해요! 후하게 보상해드리죠. 마지막으로 그 놈을 봤을 때, 그는 쥐의 소굴에 숨었어요. 도와줄 수 있나요?||Vous êtes là ! Vous avez l'air d'un aventurier coriace prêt à tuer des monstres ! Je suis [c_lime]Ahriman[c_reset], le gardien des corbeaux. J'ai un problème : un gros rat que j'ai appelé [c_red]Fragrat[c_reset] a tué et mangé l'un de mes corbeaux. Je veux que vous trouviez et tuiez [c_red]Fragrat[c_reset] ! Je vous paierai grassement. La dernière fois que je l'ai vu, il s'est réfugié dans le [c_aqua]Repaire des rats[c_reset]. Aidez-moi, voulez-vous ?
ahriman_chain_1_complete|Thank you, [heroname]. Here is your handsome reward! I also have another task for you, should you be interested…||Obrigado, [heroname]. Aqui está sua bela recompensa! Também tenho outra tarefa para você, caso esteja interessado...|Спасибо, [имя героя]. Вот твоя солидная награда! У меня также есть для тебя другое задание, если тебе будет интересно…|||고마워요, [heroname]. 여기 당신의 멋진 보상이 있어요! 관심이 있다면 또 다른 임무도 있어요…||Merci, [heroname]. Voici votre belle récompense ! J'ai une autre tâche à vous confier, si cela vous intéresse...
ahriman_chain_2|My birds are hungry! After the incident with Fragrat, they deserve a proper feast! Collect me some maggots and [c_red]crimson pumpkins[c_reset] and make some nice maggot stew to feed them. Should you accept, I'll meet you at my house in [c_yellow]The Dark Woods[c_reset]!||Meus pássaros estão com fome! Depois do incidente com o Fragrat, eles merecem um banquete adequado! Pegue algumas larvas e [c_red]abóboras carmesim[c_reset] e faça um bom ensopado de larvas para alimentá-los. Caso aceite, eu o encontrarei na minha casa nos [c_yellow]Bosques Sombrios[c_reset]!|Мои птички голодны! После инцидента с Fragrat'ом они заслуживают настоящего угощения! Собери мне немного личинок и [c_red] малиновых тыкв[c_reset] и приготовь вкусное рагу из личинок, чтобы накормить их. Если ты согласишься, я встречу тебя в моем доме в [c_yellow] Темном лесу [c_reset]!|||내 새들이 배가 고파요! Fragrat 사건 이후로, 그들은 제대로 된 잔치를 받을 자격이 있어요! 벌레와 [c_red]진홍색 호박[c_reset]을 모아서 맛있는 벌레 스튜를 만들어 주세요. 수락하신다면, [c_yellow]어두운 숲[c_reset]에 있는 제 집에서 뵙겠습니다!||Mes oiseaux ont faim ! Après l'incident avec [c_red]Fragrat[c_reset], ils méritent un bon festin ! Récupérez-moi des [c_yellow]asticots[c_reset] et des [c_yellow]citrouilles cramoisies[c_reset] et préparez un bon ragoût d'asticots pour les nourrir. Si vous acceptez, je vous retrouverai chez moi, dans les [c_aqua]Bois sombres[c_reset] !
ahriman_chain_2_complete|This is delicious. With this stew my crows will be re-energized and ready to work! There is still one thing I require from you.||É uma delícia. Com esse ensopado, meus corvos ficarão reenergizados e prontos para trabalhar! Ainda há uma coisa que preciso de você.|Это восхитительно. С этим рагу мои вороны наберутся сил и будут готовы к работе! Есть еще одна вещь, которая мне от вас нужна.|||이거 맛있네요. 이 스튜를 먹으면 내 까마귀들이 기운을 차리고 일할 준비가 될 거예요! 아직 당신에게 필요한 게 하나 더 있어요.||C'est délicieux. Avec ce ragoût, mes corbeaux seront ragaillardis et prêts à travailler ! J'ai encore une chose à vous demander.
ahriman_chain_3|I used to have a spellbook called ''Murder of Crows'' which allowed me to have full control of my flock. It was stolen by one of Gurag's minions a long time ago. If you can find it and bring it back to me I shall be the most powerful Crow Keeper Tarethiel has ever seen! I am quite confident that the book is hidden somewhere in the Gurag's dungeons. Find it and bring it to me, and I will forever be in your debt.||"Eu costumava ter um livro de feitiços chamado ""Murder of Crows"" que me permitia ter controle total do meu bando. Ele foi roubado por um dos lacaios de Gurag há muito tempo. Se você conseguir encontrá-lo e trazê-lo de volta para mim, serei o mais poderoso Guardião de Corvos que Tarethiel já viu! Tenho certeza de que o livro está escondido em algum lugar nas masmorras de Gurag. Encontre-o e traga-o para mim, e eu ficarei eternamente em dívida com você."|"Раньше у меня была книга заклинаний под названием ""Убийство ворон"", которая позволяла мне полностью контролировать свою стаю. Она была украдена одним из приспешников Гурага давным-давно. Если ты сможешь найти ее и вернуть мне, я стану самым могущественным Хранителем Ворона, которого Таретиэль когда-либо видел! Я совершенно уверен, что книга спрятана где-то в подземельях Гурага. Найди это и принеси мне, и я навсегда буду у тебя в долгу."|||나는 한때 '까마귀의 살인'이라는 주문서를 가지고 있었는데, 그것은 내가 나의 무리를 완전히 통제할 수 있게 해주었다. 그것은 오래 전에 구락의 하수인 중 한 명에게 도난당했다. 만약 네가 그것을 찾아서 나에게 가져다 준다면, 나는 타레티엘이 본 적 없는 가장 강력한 까마귀 수호자가 될 것이다! 나는 그 책이 구락의 던전 어딘가에 숨겨져 있다고 확신한다. 그것을 찾아서 나에게 가져다 주면, 나는 영원히 너에게 빚을 질 것이다.||"J'avais un livre de sorts appelé ""[c_yellow]Meurtre des corbeaux[c_reset]"" qui me permettait de contrôler entièrement mon élevage. Il a été volé par l'un des sbires de Gurag il y a longtemps. Si tu parviens à le retrouver et à me le ramener, je serai le plus puissant gardien de corbeaux que Tarethiel ait jamais vu ! Je suis persuadé que le livre est caché quelque part dans [c_aqua]les donjons de Gurag[c_reset]. Trouvez-le et rapportez-le moi, et je vous serai éternellement redevable."
ahriman_chain_3_complete|The [c_aqua]MURDER OF CROWS[c_reset]! Wait… this is not the right spellbook. This is something else entirely. I can't understand anything written here. A fair attempt, hero, but this is not what I wanted. You can keep it, maybe it will be useful to you… I'll see you around.||O [c_aqua]MURDER OF CROWS[c_reset]! Espere... este não é o livro de feitiços correto. É algo completamente diferente. Não consigo entender nada do que está escrito aqui. Foi uma boa tentativa, herói, mas não era isso que eu queria. Pode ficar com ele, talvez lhe seja útil... Até mais.|[c_aqua] УБИЙСТВО ВОРОН [c_reset]! Подождите ... это неправильная книга заклинаний. Это что-то совершенно другое. Я ничего не могу понять из того, что здесь написано. Честная попытка, герой, но это не то, чего я хотел. Ты можешь оставить это себе, может быть, это тебе пригодится… Увидимся.|||[c_aqua]까마귀의 살인[c_reset]! 잠깐만… 이건 맞는 주문서가 아니야. 이건 완전히 다른 거야. 여기 적힌 건 하나도 이해할 수 없어. 좋은 시도였어, 영웅이여, 하지만 내가 원한 건 이게 아니야. 네가 가져도 돼, 어쩌면 쓸모가 있을지도 몰라… 또 보자.||Enfin, le [c_yellow]Meurtre des cor[c_reset]... Attendez... Ce n'est pas le bon livre de sorts. C'est tout à fait autre chose. Je ne comprends rien à ce qui est écrit ici. C'est une bonne tentative, héros, mais ce n'est pas ce que je voulais. Vous pouvez le garder, il vous sera peut-être utile... A bientôt.
|||||||||
ahriman_chain_inprogress|Go on, stranger!||Vá em frente, forasteiro!|Продолжай, незнакомец!|||계속해요, 낯선 이여!||Continue, étranger !
ahriman_bless|Blessed be [heroname]!||||||축복받은 [heroname]!||
|||||||||
anita_npc_name|Anita||Anita|Анита|||||Anita
anita_npc_title|Herbalist||Herbalista|Травник|||약초학자||Herboriste
anita_chain_1|Help! My name is Anita, I'm a herbalist from Danethorpe. I was on my regular path collecting herbs, but I got attacked and mauled by a grizzly bear. I don't have long, the wounds are going to take me soon, unless you help me! Bring me some Ginseng and I can heal my wounds! Please, help me...||Ajude-me! Meu nome é Anita, sou uma herbalista de Danethorpe. Eu estava em meu caminho habitual coletando ervas, mas fui atacada e maltratada por um urso pardo. Não tenho muito tempo, as feridas vão me levar logo, a menos que você me ajude! Traga-me um pouco de Ginseng para que eu possa curar minhas feridas! Por favor, me ajude...|Помогите! Меня зовут Анита, я травница из Данеторпа. Я шла своим обычным путем, собирая травы, но на меня напал и растерзал медведь гризли. У меня мало времени, раны скоро затянутся, если ты мне не поможешь! Принеси мне немного женьшеня, и я смогу залечить свои раны! Пожалуйста, помоги мне...|||도와주세요! 제 이름은 아니타입니다. 저는 다네소프의 약초사입니다. 평소처럼 약초를 모으러 가던 중에 회색곰에게 공격당해 심하게 다쳤어요. 시간이 얼마 남지 않았어요. 당신이 도와주지 않으면 상처 때문에 곧 죽을 거예요! 인삼을 가져다주시면 상처를 치료할 수 있어요! 제발, 도와주세요...||Aidez-moi ! Je m'appelle [c_lime]Anita[c_reset], je suis herboriste à [c_aqua]Danethorpe[c_reset]. J'allais cueillir des herbes quand j'ai été attaquée et gravement blessée par un grizzli. iIl ne me reste plus beaucoup de temps à vivre, les blessures vont bientôt m'emporter, à moins que vous ne m'aidiez ! Apportez-moi de la [c_yellow]racine de ginseng [c_reset] et je pourrai soigner mes blessures ! Je vous en prie, aidez-moi...
anita_chain_1_complete|You did it! Thank you so much. I'll be heading back to Danathorpe to fully recover, but I have another task for you later, if you don't mind helping a lady in distress a little bit more.||Você conseguiu! Muito obrigada. Vou voltar para Danethorpe para me recuperar totalmente, mas tenho outra tarefa para você mais tarde, se não se importar em ajudar um pouco mais uma dama em perigo.|У тебя получилось! Большое тебе спасибо. Я возвращаюсь в Данаторп, чтобы полностью восстановиться, но позже у меня есть для вас другое задание, если вы не возражаете еще немного помочь даме, попавшей в беду.|||해냈어요! 정말 고마워요. 저는 완전히 회복하기 위해 다나토프로 돌아가겠지만, 나중에 또 다른 임무가 있으니, 곤경에 처한 여자를 조금 더 도와주실 수 있다면 좋겠어요.||Vous avez réussi ! Merci beaucoup. Je vais rentrer à [c_aqua]Danathorpe[c_reset] pour me rétablir, mais j'ai une autre tâche à vous confier plus tard, si vous voulez bien aider un peu plus une dame en détresse.
anita_chain_2|Greetings, hero! I am so thankful to you that words can not express it. I still have a huge problem though. I had to abandon the Herbalism pouch while running away from the bear. I think it dropped near the frozen cellar. Can you locate the bag and bring it back to me? It's filled with the most potent and rare herbs I had, I really need it back.||Saudações, herói! Sou tão grata a você que não há palavras para expressar isso. Mas ainda tenho um grande problema. Tive que abandonar a bolsa de Herbalismo enquanto fugia do urso. Acho que ela caiu perto do porão congelado. Você pode localizar a bolsa e trazê-la de volta para mim? Ela está cheia das ervas mais potentes e raras que eu tinha, preciso muito dela de volta.|Приветствую тебя, герой! Я так благодарен тебе, что словами это не выразить. Хотя у меня все еще есть огромная проблема. Мне пришлось бросить мешочек с травами, когда я убегал от медведя. Я думаю, он упал рядом с морозильным погребом. Вы можете найти пакет и вернуть его мне? Он наполнен самыми сильнодействующими и редкими травами, которые у меня были, мне действительно нужно его вернуть.|||안녕하세요, 영웅님! 말로 다 표현할 수 없을 만큼 감사드립니다. 하지만 여전히 큰 문제가 있습니다. 곰에게서 도망치다가 약초 주머니를 버려야 했습니다. 얼어붙은 지하실 근처에 떨어진 것 같아요. 그 가방을 찾아서 저에게 가져다 주실 수 있나요? 가장 강력하고 희귀한 약초들로 가득 차 있어서 꼭 필요합니다.||Salutations, héros ! Je vous suis tellement reconnaissant que les mots me manquent pour l'exprimer. Mais j'ai encore un gros problème. J'ai dû abandonner ma [c_yellow]Poche d'herboriste[c_reset] en fuyant l'ours. Je pense qu'elle est tombée près de la [c_aqua]Cave gelée[c_reset]. Pouvez-vous la retrouver et me la rapporter ? Elle est remplie des herbes les plus puissantes et les plus rares que je possède, j'en ai vraiment besoin.
anita_chain_2_complete|Very well done, hero. This is everything I lost! You know, to express my gratitude I could make you a very powerful armor. The only thing I need to finish it would require revenge on a certain bear...||Muito bem feito, herói. Isso é tudo o que eu perdi! Sabe, para expressar minha gratidão, eu poderia fazer uma armadura muito poderosa para você. A única coisa que precisa para terminá-la precisaria de vingança em um certo urso…|Отличная работа, герой. Это все, что я потерял! Знаешь, чтобы выразить свою благодарность, я мог бы сделать тебе очень мощную броню. Единственное, что мне нужно для ее завершения, - отомстить определенному медведю…|||잘했어, 영웅. 이것이 내가 잃어버린 모든 것이야! 고마움을 표현하기 위해 너에게 아주 강력한 갑옷을 만들어줄 수 있어. 다만 그것을 완성하려면 어느 곰에게 복수를 해야 해...||Très bien joué, héros. C'est tout ce que j'ai perdu ! Vous savez, pour vous exprimer ma gratitude, je pourrais vous fabriquer une armure très puissante. La seule chose dont j'ai besoin pour la terminer, c'est de me venger d'un certain ours...
anita_chain_3|The bear that almost mauled me to death is a huge Grizzly Bear the locals know as Carnage. I want him dead! If you can track and kill Carnage I get my revenge and you will get your armor. Bring me Carnage's hide!||O urso que quase me matou é um enorme urso pardo que os moradores locais conhecem como Carnificina. Eu o quero morto! Se você conseguir rastrear e matar o Carnificina, terei minha vingança e você receberá sua armadura. Traga-me a pele do Carnificina!|Медведь, который чуть не растерзал меня до смерти, - огромный медведь Гризли, которого местные знают как Карнажа. Я хочу, чтобы он умер! Если ты сможешь выследить и убить Карнажа, я отомщу, а ты получишь свои доспехи. Принеси мне шкуру Карнажа!|||나를 거의 죽일 뻔한 곰은 현지인들이 '카니지'라고 부르는 거대한 회색곰이다. 나는 그가 죽기를 원한다! 당신이 카니지를 추적하고 죽이면 나는 복수를 하고 당신은 갑옷을 받을 것이다. 카니지의 가죽을 가져와라!||L'ours qui a failli me tuer est un énorme grizzly que les gens du coin appellent [c_red]Carnage[c_reset]. Je veux qu'il meure ! Si vous parvenez à traquer et à tuer [c_red]Carnage[c_reset], je me vengerai et vous obtiendrez votre armure. Apportez-moi la peau de [c_red]Carnage[c_reset] !
anita_chain_3_complete|Carnage is dead! My gathering route just got way less dangerous. Here, hero, I finished your armor. You have definitely earned it. [shake_letter]blows kiss||O Carnificina está morto! Minha rota de coleta acabou de ficar muito menos perigosa. Aqui, herói, terminei sua armadura. Você definitivamente a mereceu. [shake_letter]sopra um beijo|Карнаж мертв! Мой маршрут сбора только что стал намного менее опасным. Вот, герой, я закончил твою броню. Ты определенно это заслужил. [shake_letter] воздушный поцелуй|||카니지가 죽었어! 이제 내 채집 경로가 훨씬 덜 위험해졌어. 여기 있어, 영웅, 네 갑옷을 완성했어. 넌 정말 그럴 자격이 있어. [shake_letter]키스를 날린다||[c_red]Carnage[c_reset] est mort ! Ma route de collecte vient de devenir beaucoup moins dangereuse. Voilà, héros, j'ai fini votre armure. Vous l'avez bien méritée. [shake_letter]souffle un baiser
|||||||||
anita_chain_inprogress|...||...|...|||이걸 어디에 뒀지? *아니타가 당신을 무시합니다*||Où ai-je pu poser ce machin ? *Anita vous ignore*
|||||||||
jasper_npc_name|Jasper Jackson||Jasper Jackson|Джаспер Джексон|||재스퍼 잭슨||Jasper Jackson
jasper_npc_title|Archeologist||Arqueólogo|Археолог|||고고학자||Archéologue
jasper_chain_1|Hey you! Yeah, I'm talking to you, whatever the hell you are supposed to be. I have a job for you. Go get my trusty whip. I would do it myself, but I don't have my trusty whip. Some orc must have taken it.||Ei, você! Sim, estou falando com você, seja lá o que você for. Tenho um trabalho para você. Vá buscar meu chicote de confiança. Eu mesmo faria isso, mas não tenho meu chicote de confiança. Algum orc deve tê-lo levado.|Эй, ты! Да, я обращаюсь к тебе, кем бы ты, черт возьми, ни был. У меня есть для тебя работа. Сходи за моим верным хлыстом. Я бы сделал это сам, но у меня нет моего верного хлыста. Должно быть, его забрал какой-нибудь орк.|||야, 너! 그래, 너한테 말하고 있어, 네가 뭐든 간에. 내가 너한테 할 일이 있어. 내 믿음직한 채찍을 가져와. 내가 직접 할 수도 있지만, 내 믿음직한 채찍이 없어. 어떤 오크가 가져갔을 거야.||Hé, toi ! Oui, c'est à toi que je parle, peut importe ce que tu censé être. J'ai un travail pour toi. Va chercher mon [c_yellow]fidèle fouet[c_reset]. Je le ferais bien moi-même, mais j'aurais besoin de mon fidèle fouet pour ça. Un orc a dû le prendre.
jasper_chain_1_complete|Took you long enough. Here's some gold. Get out of my sight, you are ruining the scenery.||Demorou bastante. Aqui está um pouco de ouro. Saia da minha vista, você está estragando a paisagem.|Это заняло у тебя достаточно времени. Вот немного золота. Убирайся с моих глаз, ты портишь пейзаж.|||시간이 꽤 걸렸군. 여기 금이다. 내 눈앞에서 사라져, 풍경을 망치고 있어.||Tu en as mis du temps. Voilà de l'or. Hors de ma vue, tu gâches le paysage.
jasper_chain_2|"I heard about a map. This map would show where the Staff of Anubis is located. GET ME THAT MAP! My intel tells me it's somewhere called ""Cauflax Tomb"" whatever the hell that place is. Go away now."||"Ouvi falar de um mapa. Esse mapa mostraria onde está localizado o Cajado de Anúbis. ME TRAGA ESTE MAPA! Minhas informações me dizem que está em algum lugar chamado ""Tumba de Cauflax"", seja lá o que for esse lugar. Vá embora agora."|"Я слышал о карте. На этой карте было бы показано, где находится Посох Анубиса. ДОСТАНЬ МНЕ ЭТУ КАРТУ! Моя информация говорит мне, что это где-то под названием ""Гробница Кауфлакса"", что бы это ни было, черт возьми, за место. Уходи сейчас же."|||지도에 대해 들었어. 이 지도는 아누비스의 지팡이가 어디에 있는지 보여줄 거야. 그 지도 가져와! 내 정보에 따르면 '카우플락스 무덤'이라는 곳에 있다고 해. 그게 어디든 상관없어. 지금 당장 가.||"J'ai entendu parler d'une [c_yellow]carte[c_reset]. Elle indiquerait où se trouve le bâton d'Anubis. APPORTEZ-MOI CETTE CARTE ! Mes renseignements me disent que c'est quelque part appelé ""[c_aqua]Tombe de Cauflax[c_reset]"", Je ne sais pas où ça ce trouve, tu n'a qu'a chercher par toi même. Va-t'en maintenant."
jasper_chain_2_complete|What took you so long? Whatever, don't answer. Here is some gold. Let me inspect the map.||Por que você demorou tanto? Não importa, não responda. Aqui está um pouco de ouro. Deixe-me inspecionar o mapa.|Почему ты так долго? Неважно, не отвечай. Вот немного золота. Дай мне посмотреть на карту.|||왜 이렇게 오래 걸렸어? 됐어, 대답하지 마. 여기 금이야. 지도를 검사하게 해줘.||Qu'est-ce qui t'a pris tant de temps ? Peu importe, ne réponds pas. Voici de l'or. Laisse-moi inspecter la carte.
