Unnamed: 0|en|fi|pt|ru|zh|ja|ko|de|fr
talent_desc_gabrielsRevenge|Summon three unholy swords behind you slicing forward dealing arcane damage to monsters on hit.||Invoque três espadas profanas atrás de você, avançando para frente e causando Dano Arcano nos inimigos que forem atingidos.||||세 개의 부정한 검을 소환하여 앞쪽으로 휘둘러 맞은 몬스터에게 비전 피해를 입힙니다.||
talent_desc_wingsOfHatred|Removes jumping collisions and reduces diminishing when landing after jumping.||Remove colisões de salto e reduz a diminuição ao aterrissar após o salto.||||점프 충돌을 제거하고 점프 후 착지 시 감소를 줄입니다.||
talent_desc_celestialMight|All Elemental Skill damage increases are converted to Arcane.||Todos os aumentos de dano da Habilidade Elemental são convertidos em Arcano.||||모든 원소 스킬 피해 증가가 비전으로 전환됩니다.||
talent_desc_demolitionExpert|chance to throw additional grenades.||||||추가 수류탄을 던질 기회.||
talent_desc_gabrielsAnnihilation|Unleash a surge of unholy lightning dealing Lightning damage.||Libera uma onda de raios profanos que causa Dano de Raio.||||번개 피해를 주는 불경스러운 번개의 파동을 방출합니다.||
talent_desc_fuelTheFlames|Throw oil all around you on a large area.||Jogue óleo ao seu redor em uma área grande.||||주변에 넓은 범위로 기름을 뿌리세요.||
talent_desc_soulBurn|Causes your fire damage skills to inflict burning on monsters for a short period.||Faz com que suas Habilidades de Dano de Fogo inflijam queimaduras nos inimigos por um curto período.||||화염 피해 스킬이 몬스터에게 잠시 동안 화상을 입힙니다.||
talent_desc_forkingProjectiles|Physical projectiles split into two projectiles on the first hit, also splitting the damage.||Os projéteis físicos se dividem em dois projéteis no primeiro acerto, dividindo também o dano.||||물리 투사체는 첫 번째 적중 시 두 개의 투사체로 나뉘며, 피해도 나뉩니다.||
talent_desc_returningProjectiles|Projectiles return after a short delay with reduced damage.||Os projéteis retornam após um pequeno atraso com dano reduzido.||||투사체가 짧은 지연 후에 돌아오며 피해가 감소합니다.||
talent_desc_coffeeMug|Increases your movement speed for a short period of time!||Aumenta sua Velocidade de Movimento por um curto período de tempo!||||일시적으로 이동 속도가 증가합니다!||
talent_desc_thornOfVitality|Converts every point of Vitality into damage return.||Converte cada ponto de Vitalidade em Retorno de Dano.||||활력의 모든 포인트를 피해 반사로 전환합니다.||
talent_desc_mirrorDimension|Gives you a chance to open the dimensional portal and mirror spell casts.||Dá a você a chance de abrir o portal dimensional e espelhar o lançamento de feitiços.||||차원의 포털을 열고 주문 시전을 반사할 기회를 제공합니다.||
talent_desc_thunderOrb|Conjures a traveling orb of thunder shocking nearby monsters with chainlightning.||Conjura um orbe itinerante de trovão que choca os inimigos próximos com correntes de raio.||||번개 오브를 소환하여 근처의 몬스터를 연쇄 번개로 감전시킵니다.||
talent_desc_collector|Activates a random Shrine event.||Ativa um evento aleatório de santuários.||||무작위 성소 이벤트를 활성화합니다.||
talent_desc_freshCut|Throw pieces of fresh hot kebab meat dealing damage and setting monsters on fire.||Jogue pedaços de carne quente e fresca de kebab, causando dano e incendiando os inimigos.||||신선하고 뜨거운 케밥 고기 조각을 던져 피해를 주고 몬스터에게 불을 붙입니다.||
talent_desc_lingeringFrost|Converts all elemental skill damage to cold skill damage. All skills now scale from cold damage.||Converte todo o dano de habilidade elemental em dano de habilidade de frio. Todas as habilidades agora escalam a partir do dano de Gelo.||||모든 원소 기술 피해를 냉기 기술 피해로 변환합니다. 모든 기술이 이제 냉기 피해로부터 스케일됩니다.||
talent_desc_fatality|When a bleeding monster dies it will explode and deal physical area of effect damage to nearby monsters.||Quando um inimigo sangrando morre, ele explode e causa dano físico em área nos inimigos próximos.||||출혈 상태의 몬스터가 죽으면 폭발하여 주변 몬스터에게 물리 범위 피해를 입힙니다.||
talent_desc_zooooooom|Zoom Zoom Zoom!||Zoom Zoom Zoom!||||줌 줌 줌!||
talent_desc_reapersCulling|You can no longer critically hit or miss the target and now deal increased physical damage.||Você não pode mais acertar ou errar o alvo de forma crítica e agora causa mais dano físico.||||더 이상 치명타를 적중시키거나 빗맞히지 않으며, 이제 물리 피해가 증가합니다.||
talent_desc_reapingThrow|Summon Grim Reaper´s scythe and throw with deadly force dealing Elemental damage.||Invoque a foice do Ceifador e lance-a com força mortal, causando Dano Elemental.||||사신의 낫을 소환하여 치명적인 힘으로 던져 원소 피해를 입히세요.||
talent_desc_warriorsPath|Increases your attack damage and magic skill damage for a short period.||Aumenta o Dano de Ataque e o Dano de Habilidade Mágica por um curto período.||||일정 시간 동안 공격력과 마법 스킬 피해를 증가시킵니다.||
talent_desc_rimskinAssassin|Your melee physical attacks have a chance to uppercut monsters launching them in to air stunning and dealing area of effect damage when landing.||Seus ataques físicos corpo a corpo têm a chance de dar um gancho nos inimigos, lançando-os ao ar, atordoando-os e causando dano em área ao aterrissar.||||근접 물리 공격이 몬스터를 공중으로 띄우고 착지할 때 기절시키며 범위 피해를 줄 확률이 있습니다.||
talent_desc_walsonsAid|Walson orbits you and attacks monsters stunning and dealing area of effect cold damage.||Walson orbita você e ataca os inimigos, atordoando-os e causando Dano de Gelo em área.||||월슨이 당신 주위를 돌며 몬스터를 공격하여 기절시키고 범위 내 적에게 냉기 피해를 입힙니다.||
talent_desc_lostAtSea|Gives Walson a chance to cast Tsunami when attacking.||Dá a Walson a chance de lançar Tsunami ao atacar.||||월슨이 공격할 때 쓰나미를 시전할 기회를 줍니다.||
talent_desc_ladyLuck|The die has been rolled.. if the crowns combined stats surpass 777 gain lady luck´s blessing as bonus stats.||O dado foi lançado... se as estatísticas combinadas da coroa ultrapassarem 777, ganhe a bênção da dama da sorte como estatísticas bônus.||||주사위가 굴러갔습니다.. 왕관의 합산 능력치가 777을 초과하면 행운의 여신의 축복을 보너스 능력치로 받습니다.||
talent_desc_execution|Your melee physical attacks have a chance to execute low health monsters.||Seus ataques físicos corpo a corpo têm uma chance de executar inimigos com pouca vida.||||근접 물리 공격이 체력이 낮은 몬스터를 처형할 확률이 있습니다.||
talent_desc_liquidContainers|Your left foremost potions are now permanently active with a portion of the power. You can no longer use potions.||Suas poções da esquerda estão agora permanentemente ativas. Você não pode mais usar poções.||||당신의 왼쪽 주된 포션이 이제 일정 부분의 힘으로 영구적으로 활성화되었습니다. 더 이상 포션을 사용할 수 없습니다.||
talent_desc_shadowFlames|Unleash flames of shadow traveling forward dealing arcane damage.||Libera chamas de sombra que se deslocam para frente, causando Dano Arcano.||||앞으로 나아가며 비전 피해를 주는 그림자 불꽃을 방출합니다.||
talent_desc_reverseCard|chance to throw a reverse card towards target on hit dealing a portion of the damage.||||||공격 시 일정 확률로 대상에게 반전 카드를 던져 피해의 일부를 입힙니다.||
talent_desc_flockOfVultures|Unleash a swarm of flying crows dealing fire damage on a large radius inflicting burning on hit.||||||불타는 까마귀 떼를 소환하여 큰 반경에 화염 피해를 입히고 맞은 적에게 불타는 상태를 부여합니다.||
talent_desc_shadeOfSobek|Chance on cast to summon the shade of sobek to fight by your side for a short duration.||||||주문 시 일정 시간 동안 당신의 편에서 싸울 소벡의 그림자를 소환할 확률이 있습니다.||
talent_desc_wallOfEternity|Chance when struck to unleash a wall of marching mummies dealing damage and knocking back monsters on hit.||||||피격 시 일정 확률로 행진하는 미라의 벽을 소환하여 피해를 주고 적을 밀쳐냅니다.||
talent_desc_eternalArmor|Increases your total damage return by a portion of your armor.||||||방어력의 일부만큼 총 피해 반환이 증가합니다.||
talent_desc_tideOfBlood|Unleash a falling blood moon exploding into smaller moons which explode into smaller moons dealing magic damage.||||||떨어지는 피의 달을 풀어 작은 달로 폭발하고, 다시 작은 달로 폭발하여 마법 피해를 입힙니다.||
talent_desc_laserSight|Provides a visual reference point for better accuracy.||||||더 나은 정확도를 위해 시각적 참조점을 제공합니다.||
talent_desc_burstOfVenom|Your attacks inject a stack of venom on hit causing them to unleash a burst of venom at six stacks.||||||공격 시 적에게 독을 주입하여 독 스택을 쌓고, 6 스택이 쌓이면 독 폭발을 일으킵니다.||
talent_desc_jaggedGauntlet|Spells and attacks have a chance to deal increased damage based on your critical strike damage. This effect does not count as a critical hit. Your critical hits are now capped at 100%.||||||주문과 공격은 치명타 피해에 따라 피해량이 증가할 확률이 있습니다. 이 효과는 치명타로 간주되지 않습니다. 이제 치명타는 최대 100%로 제한됩니다.||
talent_desc_acceleratedFlames|Increases the speed of your projectiles.||||||발사체의 속도를 증가시킵니다.||
talent_desc_fallenJustice|When hitting monsters with a skill or an attack you have a chance to unleash a powerful earth shock at the target location dealing damage on a large radius.||||||스킬이나 공격으로 몬스터를 타격할 때, 대상 위치에 강력한 지진 충격을 방출하여 넓은 반경에 피해를 입힐 확률이 있습니다.||
talent_desc_commandersValor|Summons gain increased critical strike chance and critical strike damage.||||||소환수의 치명타 확률과 치명타 피해가 증가합니다.||
talent_desc_fallenGodsBloodLust|Converts a portion of your attack speed into faster cast rate.||||||공격 속도의 일부를 시전 속도로 변환합니다.||
talent_desc_radiantPower|Gain magic skill damage based on your maximum mana for a short duration.||||||일정 시간 동안 최대 마나에 따라 마법 스킬 피해를 증가시킵니다.||
talent_desc_programmersDelirium|Increases the power of stats on your ring slots.||||||반지 슬롯의 능력치를 증가시킵니다.||
talent_desc_aimbot|All casts and attacks are targeted towards the closest target.||||||모든 시전과 공격은 가장 가까운 대상에게 목표가 설정됩니다.||
|||||||||
talent_name_bloodOfSpartan|Spartan Defense||Defesa Espartana|Спартанская защита|斯巴达防御|スパルタン ディフェンス|스파르탄 디펜스|Spartanische Verteidigung|Défense spartiate
talent_name_bottleOfRadogate|Fleet Footwork||Pés Ligeiros|Флотская работа ног|迅捷步法|フリート フットワーク|플리트 풋워크|Flinke Beinarbeit|Jeu de jambes de la flotte
talent_name_bottleOfSake|Drunken Kung Fu||Kung Fu Bêbado|Пьяное кунг-фу|醉拳功夫|酔っぱらいのカンフー|취한 쿵푸|Betrunkenes Kung-Fu|Kung Fu ivre
talent_name_caffeinatedCoffeeContainer|The Fragrance of Dark Coffee||A Fragrância do Café Preto|Аромат черного кофе|黑咖啡的​​香味|ダーク コーヒーの香り|다크 커피의 향기|Der Duft von dunklem Kaffee|Le parfum du café noir
talent_name_elixirOfDeath|Berserker’s Rage||Raiva Berserker|Ярость берсерка|狂暴者的愤怒|バーサーカーの怒り|광전사의 분노|Berserkerwut|La rage du berserker
talent_name_elixirOfUnworldlyCognition|Untamed Knowledge||Conhecimento Indomado|Необузданное знание|未驯的知识|野生の知識|길들여지지 않은 지식|Ungezähmtes Wissen|La connaissance indomptée
talent_name_emptyBottleOfVodka|Drunken Infused Wisdom||Sabedoria com Infusão Alcoólica|Пьяная настоянная мудрость|醉酒注入的智慧|酔っぱらいの知恵|취한 지혜가 주입됨|Betrunkene Weisheit|La sagesse infusée de l'ivresse
talent_name_ghostlyPotion|Parallel Dimension||Dimensão Paralela|Параллельное измерение|平行维度|パラレル ディメンション|평행 차원|Parallele Dimension|Dimension parallèle
talent_name_goldInlaidMysteriousPotion|Endless Wealth||Fortuna sem Fim|Бесконечное богатство|无尽的财富|無限の富|끝없는 부|Endloser Reichtum|La richesse infinie
talent_name_maggotEyeElixir|Absolute Power||Poder Absoluto|Абсолютная сила|绝对的力量|絶対的な力|절대적인 힘|Absolute Macht|Le pouvoir absolu
talent_name_powerOfVoid|Chaos Unleashed||Caos Descontrolado|Освобожденный хаос|混乱的释放|解き放たれた混沌|혼란의 해방|Entfesseltes Chaos|Le chaos déchaîné
talent_name_praetorianBlood|Vampirism||Vampirismo|Вампиризм|吸血鬼|吸血鬼|뱀파이어리즘|Vampirismus|Vampirisme
talent_name_prismaticPotion|Prismatic Skin||Pele Prismática|Призматическая кожа|棱镜皮肤|プリズマティック スキン|프리즈마 피부|Prismatische Haut|Peau prismatique
talent_name_proteinShake|Flexing||Flexão|Сгибание|弯曲|屈曲|굴곡|Anspannen|Flexion
talent_name_radBull|Hyper Activity||Hiperatividade|Гиперактивность|过度活动|ハイパー アクティビティ|과도한 활동|Hyperaktivität|Hyperactivité
talent_name_sungLeesUnleashedRage|Momentary Insanity||Insanidade Momentânea|Мгновенное безумие|瞬间疯狂|瞬間的な狂気|잠시 광기|Momentaner Wahnsinn|Folie momentanée
talent_name_surstromming|Taste of Heaven||Sabor do Céu|Вкус небес|天堂的味道|天国の味|천국의 맛|Geschmack des Himmels|Goût du paradis
talent_name_witchesPotion|Conjured Replenishment||Reabastecimento Conjurado|Сотворенное восполнение|召唤补充|召喚された補充|연금술로 보충|Heraufbeschworene Auffüllung|Réapprovisionnement invoqué
talent_name_wizardPotion|Rapidcaster||Lançador Rápido|Быстрозаклинатель|快速施法者|ラピッドキャスター|래피드캐스터|Schnellzauberer|Rapidcaster
talent_name_commandMinions|Command Minions||Comandar Minions|Командные приспешники|指挥小兵|手下を指揮|사령관 미니언|Diener befehligen|Commander les serviteurs
talent_name_corrosionDarkness|Corrosion of Darkness||Corrosão das Trevas|Коррозия тьмы|黑暗的腐蚀|闇の腐食|어둠의 부식|Korrosion der Dunkelheit|Corrosion des ténèbres
talent_name_amunRasDemise|Amun Ra´s Demise||A Morte de Amun Ra |Гибель Амуна Ра |阿蒙·拉的灭亡 |アムン ラーの終焉 |아문 라스의 몰락 |Amun Ras Untergang |La disparition d'Amun Ra 
|||||||||
talent_desc_bloodOfSpartan|Increases your Defense and damage return for a short period of time||Aumenta sua Defesa e Retorno de Dano por um curto período de tempo||||짧은 시간 동안 방어력과 피해 반사를 증가시킵니다||
talent_desc_bottleOfRadogate|Increases your movement speed and gives you Phasing for a short period of time||Aumenta sua Velocidade de Movimento e lhe dá Phasing por um curto período de tempo||||이동 속도가 증가하고 짧은 시간 동안 위상 이동 효과를 부여합니다||
talent_desc_bottleOfSake|Increases your attack damage and Critical Strike damage for a short period of time||Aumenta seu Dano de Ataque e Dano de Acerto Crítico por um curto período de tempo||||일정 시간 동안 공격력과 치명타 피해가 증가합니다||
talent_desc_caffeinatedCoffeeContainer|Increases your Burning damage for a short period of time||Aumenta seu Dano de Queimadura por um curto período de tempo||||짧은 시간 동안 불타는 피해가 증가합니다||
talent_desc_elixirOfDeath|Increases your damage and magic skill damage for a short period of time||Aumenta todo o Dano causado por um curto período de tempo||||일정 시간 동안 공격력과 마법 스킬 피해량이 증가합니다||
talent_desc_elixirOfUnworldlyCognition|Increases your Experience Gain for a short period of time||Aumenta seu Ganho de Experiência por um curto período de tempo||||일정 시간 동안 경험치 획득량이 증가합니다||
talent_desc_emptyBottleOfVodka|Increases All Skills for a short period of time||Aumenta Todas as Habilidades por um curto período de tempo||||모든 스킬이 잠시 동안 증가합니다||
talent_desc_ghostlyPotion|Increases your Skill damage for a short period of time||Aumenta seu Dano de Habilidade por um curto período de tempo||||일정 시간 동안 스킬 피해가 증가합니다||
talent_desc_goldInlaidMysteriousPotion|Increases your Magic Find and Extra Gold from kills for a short period of time||Aumenta o Magic Find e o Ouro Extra de abates por um curto período de tempo||||일정 시간 동안 마법 발견과 처치 시 추가 골드가 증가합니다||
talent_desc_maggotEyeElixir|Increases your attack speed and attack rating for a short period of time||Aumenta sua Velocidade de Ataque e sua Taxa de Ataque por um curto período de tempo||||일시적으로 공격 속도와 명중률이 증가합니다||
talent_desc_powerOfVoid|Causes your skills to rain down comets dealing fire damage for a short period of time||Faz com que suas habilidades façam chover cometas que causam Dano de Fogo por um curto período de tempo||||짧은 시간 동안 화염 피해를 입히는 혜성을 내리게 합니다||
talent_desc_praetorianBlood|Increases your life Steal for a short period of time||Aumenta seu Roubo de Vida por um curto período de tempo||||짧은 시간 동안 생명력 흡수량이 증가합니다||
talent_desc_prismaticPotion|Increases your all resistances for a short period of time||Aumenta Todas as Resistências por um curto período de tempo||||모든 저항력을 짧은 시간 동안 증가시킵니다||
talent_desc_proteinShake|Increases your Strength and Vitality for a short period of time||Aumenta sua Força e Vitalidade por um curto período de tempo||||일정 시간 동안 힘과 활력이 증가합니다||
talent_desc_radBull|Increases your attack speed and movement speed for a short period of time||Aumenta sua Velocidade de Ataque e Velocidade de Movimento por um curto período de tempo||||일시적으로 공격 속도와 이동 속도가 증가합니다||
talent_desc_sungLeesUnleashedRage|Increases your Bleed damage for a short period of time||Aumenta seu Dano de Sangramento por um curto período de tempo||||일정 시간 동안 출혈 피해가 증가합니다||
talent_desc_surstromming|Increases your life replenish and mana replenish for a short period of time||Aumenta a Regeneração de Vida e Mana por um curto período de tempo||||생명력 회복과 마나 회복을 짧은 시간 동안 증가시킵니다||
talent_desc_witchesPotion|Instantly recover full life and Mana, increasing your life replenish and mana replenish for a short period of time||Recupere instantaneamente toda a Vida e a Mana, aumentando sua Regeneração de Vida e Mana por um curto período de tempo||||즉시 생명력과 마나를 모두 회복하고, 짧은 시간 동안 생명력 회복과 마나 회복을 증가시킵니다||
talent_desc_wizardPotion|Increases your cast rate for a short period of time||Aumenta sua Taxa de Conjuração por um curto período de tempo||||짧은 시간 동안 시전 속도가 증가합니다||
talent_desc_commandMinions|Command all of your minions to either move to a location or attack an monster||Comande todos os seus lacaios para se moverem até um local ou atacarem um inimigo||||모든 하수인에게 위치로 이동하거나 몬스터를 공격하라고 명령하세요||
talent_desc_corrosionDarkness|Increases your Poisoned damage for a short period of time.||Aumenta seu Dano Envenenado por um curto período de tempo.||||일정 시간 동안 독 피해가 증가합니다.||
talent_desc_amunRasDemise|Monsters have a chance to explode on death dealing a portion of their maximum life as fire damage.||||||몬스터가 죽을 때 최대 생명력의 일부를 화염 피해로 폭발할 확률이 있습니다.||
|||||||||
talent_name_glyphOfGreed|Glyph of Greed||Glifo da Ganância|Символ жадности|贪婪雕文|強欲のグリフ|탐욕의 문양|Glyphe der Gier|Glyphe de cupidité
talent_name_glyphOfGoblin|Glyph of Goblin||Glifo do Goblin|Символ гоблина|地精雕文|ゴブリンのグリフ|고블린의 문양|Glyphe des Goblins|Glyphe de gobelin
talent_name_glyphOfLoot|Glyph of Loot||Glifo do Saque|Символ добычи|战利品雕文|戦利品のグリフ|전리품의 문양|Glyphe der Beute|Glyphe de butin
talent_name_glyphOfGamba|Glyph of Gamba||Glifo da Gamba|Символ гамбы|甘巴雕文|ガンバのグリフ|감바의 문양|Glyphe der Gamba|Glyphe de gamba
talent_name_glyphOfTreasure|Glyph of Treasure||Glifo do Tesouro|Символ сокровища|宝藏雕文|宝のグリフ|보물의 문양|Glyphe des Schatzes|Glyphe de trésor
talent_name_glyphOfAngel|Glyph of Angel||Glifo do Anjo|Символ ангела|天使雕文|天使のグリフ|천사의 문양|Glyphe des Engels|Glyphe d'ange
talent_name_glyphOfAlchemist|Glyph of Alchemist||Glifo do Alquimista|Символ алхимика|炼金术士雕文|錬金術師のグリフ|연금술사의 문양|Glyphe des Alchemisten|Glyphe d'alchimiste
talent_name_glyphOfKeyMaster|Glyph of Key Master||Glifo do Mestre das Chaves|Символ мастера ключей|钥匙大师雕文|鍵の達人のグリフ|열쇠의 문양|Glyphe des Schlüsselmeisters|Glyphe de maître des clés
talent_name_glyphOfShadow|Glyph of Shadow||Glifo da Sombra|Символ тени|暗影雕文|影のグリフ|그림자의 문양|Glyphe des Schattens|Glyphe d'ombre
talent_name_glyphOfTower|Glyph of Tower||Glifo da Torre|Символ башни|塔雕文|塔のグリフ|타워의 문양|Glyphe des Turms|Glyphe de tour
talent_name_glyphOfBattle|Glyph of Battle||Glifo da Batalha|Символ битвы|战斗雕文|戦いのグリフ|전투의 문양|Glyphe der Schlacht|Glyphe de bataille
talent_name_glyphOfRunemaster|Glyph of Runemaster||Glifo do Mestre das Runas|Символ мастера рун|符文大师雕文|ルーンマスターのグリフ|룬마스터의 문양|Glyphe des Runenmeisters|Glyphe de maître des runes
talent_name_glyphOfJewelcrafter|Glyph of Jewelcrafter||Glifo do Joalheiro|Символ ювелира|珠宝匠雕文|宝石細工師のグリフ|보석공예가의 문양|Glyphe des Juweliers|Glyphe de joaillier
talent_name_glyphOfGeras|Glyph of Geras||Glifo de Geras|Символ Гераса|杰拉斯雕文|ゲラスのグリフ|게라스의 문양|Glyphe des Geras|Glyphe de géras
talent_name_glyphOfRift|Glyph of Rift||Glifo da Fenda|Символ разлома|裂隙雕文|裂け目のグリフ|균열의 문양|Glyphe des Risses|Glyphe de faille
talent_name_glyphOfBifrost|Glyph of Bifröst||Glifo de Bifröst|Символ бифрёста|比弗罗斯特雕文|ビフロストのグリフ|비프로스트의 문양|Glyphe des Bifröst|Glyphe de bifröst
talent_name_glyphOfAlfather|Glyph of Alfather||Glifo de Alfather|Символ Альфатера|阿尔法瑟雕文|アルファザーのグリフ|알파더의 문양|Glyphe des Alfather|Glyphe d'alpère
talent_name_glyphOfRelic|Glyph of Relic||Glifo da Relíquia|Символ реликвии|圣物雕文|遺物のグリフ|유물의 문양|Glyphe der Reliquie|Glyphe de relique
talent_name_glyphOfSatanicDice|Glyph of Satanic Dice||Glifo dos Dados Satânicos|Символ сатанинских игральных костей|撒旦骰子雕文|悪魔のダイスのグリフ|사탄의 주사위의 문양|Glyphe des Satanischen Würfels|Glyphe de dés sataniques
talent_name_glyphOfPrimeEvil|Glyph of Prime Evil||Glifo do Mal Primordial|Символ изначального зла|邪恶之源雕文|プライムイービルのグリフ|최고의 악의 문양|Glyphe des Urbösen|Glyphe de mal primordial
talent_name_glyphOfArtisan|Glyph of Artisan||Glifo do Artesão |Символ ремесленника |工匠雕文 |職人のグリフ |장인의 문양 |Glyphe des Handwerkers |Glyphe d'artisan 
|||||||||
talent_desc_glyphOfGreed|Adds a chance to drop extra gold on monster kills.||||||몬스터를 처치할 때 추가 골드를 드랍할 확률이 증가합니다.||
talent_desc_glyphOfGoblin|Adds a chance to summon a treasure goblin when killing an ancient monster.||||||고대 몬스터를 처치할 때 보물 고블린을 소환할 확률을 추가합니다.||
talent_desc_glyphOfLoot|Adds a chance to increase loot amount on monster kills.||||||몬스터를 처치할 때 전리품 양이 증가할 확률을 추가합니다.||
talent_desc_glyphOfGamba|Increases the chance of shrines spawning as a gamba machine when entering a fresh zone.||||||새로운 지역에 들어갈 때 신사가 도박 기계로 생성될 확률을 증가시킵니다.||
talent_desc_glyphOfTreasure|Increases the chance of higher value chests when entering a fresh zone.||||||새로운 지역에 들어갈 때 더 높은 가치의 상자를 얻을 확률이 증가합니다.||
talent_desc_glyphOfAngel|Adds a chance to increase magic find value of monster kills.||||||몬스터 처치 시 마법 발견 값을 증가시킬 수 있는 확률 추가.||
talent_desc_glyphOfAlchemist|Adds a chance to spawn a treasure chest when killing an ancient monster.||||||고대 몬스터를 처치하면 보물 상자가 생성될 확률이 증가합니다.||
talent_desc_glyphOfKeyMaster|Increases the chance to drop dungeon keys.||||||던전 열쇠 드랍 확률 증가.||
talent_desc_glyphOfShadow|Increases the chance to spawn shadow realm when entering a fresh zone.||||||새로운 지역에 들어갈 때 그림자 영역이 생성될 확률이 증가합니다.||
talent_desc_glyphOfTower|Increases the chance to spawn a chaos tower when entering a fresh zone.||||||새로운 지역에 들어갈 때 혼돈의 탑이 생성될 확률이 증가합니다.||
talent_desc_glyphOfBattle|Increases the chance to spawn eternal battlefield when entering a fresh zone.||||||새로운 구역에 들어갈 때 영원한 전장의 출현 확률이 증가합니다.||
talent_desc_glyphOfRunemaster|Adds a chance to increase rune drop chance on monster kills.||||||몬스터를 처치할 때 룬 드랍 확률을 증가시킬 수 있는 기회를 추가합니다.||
talent_desc_glyphOfJewelcrafter|Adds a chance to increase gem drop chance on monster kills.||||||몬스터를 처치할 때 보석 드롭 확률을 증가시킬 기회를 추가합니다.||
talent_desc_glyphOfGeras|Increases the chance to spawn a traveling merchant when entering a fresh zone.||||||새로운 지역에 들어갈 때 이동 상인이 나타날 확률을 증가시킵니다.||
talent_desc_glyphOfRift|Increases the chance to spawn an unstable rift when entering a fresh zone.||||||새로운 지역에 들어갈 때 불안정한 균열이 생성될 확률이 증가합니다.||
talent_desc_glyphOfBifrost|Increases the chance to drop a bifröst key on monster kills.||||||몬스터를 처치할 때 바이프로스트 열쇠를 드롭할 확률이 증가합니다.||
talent_desc_glyphOfAlfather|Increases the chance to drop an angelic key on monster kills.||||||몬스터를 처치할 때 천사의 열쇠가 떨어질 확률이 증가합니다.||
talent_desc_glyphOfRelic|Increases the chance to drop a relic on monster kills.||||||몬스터를 처치할 때 유물을 드롭할 확률이 증가합니다.||
talent_desc_glyphOfSatanicDice|Increases the chance to drop a satanic dice on monster kills.||||||몬스터를 처치할 때 사탄의 주사위가 드롭될 확률이 증가합니다.||
talent_desc_glyphOfPrimeEvil|Increases the chance to drop prime evil parts from act bosses.||||||행동 보스에게서 주요 악의 부품을 드롭할 확률이 증가합니다.||
talent_desc_glyphOfArtisan|Increases the chance to drop jewels and orbs on monster kills.||||||몬스터를 처치하면 보석과 구슬이 떨어질 확률이 증가합니다.||
|||||||||
tree_1_0|Shield Bearer|Kilvenkäyttäjä|Portador de Escudo|Щитоносец|盾牌持有人|シールドベアラー|방패 무기명|Schildknappe|Porteur de bouclier
tree_2_0|Berserker|Raivopää|Berserker|Берсеркер|狂战士|バーサーカー|맹렬한|Berserker|Berserker
tree_1_1|Flame Diviner|Tuliennustaja|Adivinho Flamejante|Прорицательница пламени|火焰神|炎の占い師|화염 분배기|Flammenwahrsager|Pyromancien
tree_2_1|Arsonist|Tuhopolttaja|Incendiário|Поджигатель|纵火犯|放火犯|방화범|Brandstifter|Incendiaire
tree_1_2|Sharpshooter|Tarkka-ampuja|Atirador|Снайпер|神枪手|シャープシューター|명사수|Scharfschütze|Tireur d'élite
tree_2_2|Engineer|Nikkaroija|Engenheiro|Инженер|工程师|エンジニア|공학자|Ingenieur|Ingénieur
tree_1_3|Gunner|Ampuja|Artilheiro|наводчик|炮手|砲手|포수|Kanonier|Artilleur
tree_2_3|Plunderer|Laivojenupottaja|Saqueador|грабитель|掠夺者|略奪者|약탈자|Plünderer|Pilleur
tree_1_4|Wanderer|Vaeltaja|Andarilho|странник|流浪者|放浪者|뜨내기|Wanderer|Vagabond
tree_2_4|Vagabond|Kiertolainen|Vagabundo|Бродяга|流浪者|バガボンド|부랑자|Vagabund|Derviche
tree_1_5|Hillbilly|Punaniska|Caipira|Деревенский|乡下人|ヒルビリー|힐 빌리|Hinterwäldler|Péquenaud
tree_2_5|Logger|Puunhakkaaja|Madereiro|Лесоруб|记录仪|ロガー|나무꾼|Logger|Bûcheron
tree_1_6|Venomancer|Myrkyttäjä|Venomante|Веномантер|剧毒术士|ヴェノマンサー|맹독 사|Giftmischer|Venomancien
tree_2_6|Lord of the Dead|Kuolleiden Ruhtinas|Senhor dos Mortos|Повелитель мертвых|死者之王|死者の主|죽음의 군주|Herr der Toten|Seigneur des morts
tree_1_7|Ronin|Yksinäinen Susi|Ronin|Ронин|罗宁|浪人|로닌|Ronin|Ronin
tree_2_7|Emperor's Blade|Keisarin Miekka|Lâmina do Imperador|Императорский клинок|皇帝之刃|皇帝の刃|황제의 칼날|Klinge des Kaisers|Lame de l'empereur
tree_1_8|Justiciar|Oikeuttaja|Justiceiro|Юстициарий|司法公正|司法|정당한|Justiziar|Justicier
tree_2_8|Lionheart|Leijonasydän|Coração de Leão|Львиное Сердце|狮子之心|ライオンハート|사자의 심장|Löwenherz|Coeur de Lion
tree_1_9|Huntress|Metsästäjä|Caçadora|Охотница|女猎手|狩人|여자 사냥꾼|Jägerin|Chasseuse
tree_2_9|Valkyrie|Valkyria|Valquíria|Валькирия|女武神|ヴァルキリー|발키리|Walküre|Valkyrie
tree_1_10|Gunslinger|Pyssysankari|Pistoleiro|Стрелок|枪手|ガンスリンガー|건슬링거|Revolverheld|Flingueur
tree_2_10|Executioner|Teloittaja|Carrasco|Палач|子手|死刑執行人|실행자|Henker|Bourreau
tree_1_11|Bone Conjurer|Luidentekijä|Conjurador de Ossos|Костяной фокусник|骨魔术师|ボーンコンジュラー|뼈 요술사|Knochenbeschwörer|Invocateur d'os
